user_idx,items
6259,"8420,6970,10325,2217,1911,8234,9071,850,2168,3054,10834,10137,975,4276,11842,13295,12679,2342,7137,10915,4797,330,5024,9798,1222,9667,543,1977,3765,2807,5544,9967,12989,9879,2157,8160,2536,9732,4265,6528,11383,2336,1209,7216,6325,836,11750,7228,9692,6833"
6261,"10325,2566,8234,4318,4484,4946,2139,7722,9825,510,10178,2238,5123,892,1956,8589,1733,2205,542,13113,630,12025,6970,1583,3070,12679,10915,1452,6394,7700,1571,2420,8420,7270,5063,6219,6637,2342,761,11560,4148,1439,794,9454,448,11395,8881,1119,2198,246"
6277,"2139,5302,2290,10325,1452,2217,1911,274,8234,2379,9941,2148,5998,2566,2342,9798,13295,6394,3054,7438,11750,686,2198,543,810,7722,11395,4148,5917,101,4946,8160,10915,12605,2336,7228,2420,564,1226,11383,6981,1583,12856,4412,809,4410,5289,7947,10178,12025"
6279,"8420,2566,1911,10325,9071,5302,2139,1787,5998,2420,3339,11539,2788,4276,1995,2336,3054,784,10607,8160,543,9798,5198,930,761,686,9579,1571,810,10915,12856,1583,330,11750,6325,9442,1226,13133,1209,5917,6981,7216,3044,8204,12373,4412,1758,6750,1420,6234"
6286,"7438,2139,2290,5302,7062,5746,564,2217,2148,4876,274,9667,2263,101,805,4797,10325,1911,9305,2566,2381,9770,1710,3769,7382,3642,4412,5818,2336,7137,2632,9798,164,13213,11395,5917,2198,4768,952,2342,10461,646,2050,4826,5306,2647,5496,1452,630,4261"
6304,"8420,2139,5302,2566,2217,4276,3949,9339,330,2788,10834,13295,784,9798,3054,2420,8412,4797,11783,2198,2336,5917,10791,6514,5484,1452,4100,8160,3339,3044,7137,11395,10915,8519,6325,5544,4412,9448,1226,5198,6394,4946,12155,6981,4321,8204,4148,11356,2797,11750"
6319,"5302,2139,6219,10325,8234,5998,11116,9071,9798,9941,2217,274,2342,784,1226,1452,543,88,5531,9667,11539,975,5544,12679,13295,4331,8921,12664,3054,4412,4145,7947,7722,809,9404,12029,5198,2420,2536,1733,4276,2186,6750,630,1928,2936,6794,4052,125,1289"
6338,"2139,8420,2217,5302,10325,8234,1787,1179,4276,1775,2342,4797,11842,4116,850,784,7137,2198,9071,5531,2566,4864,7963,892,10915,3054,11571,1995,11539,11968,11356,6833,4387,2570,1513,88,9131,12856,7270,686,11383,9692,2788,499,5023,6394,1431,11395,584,11725"
6359,"10325,13295,2198,9798,2217,3949,10834,4412,8234,3044,7722,5544,4697,4797,11783,6325,6432,4148,2788,9667,10607,12679,6165,2336,10915,4276,2566,8412,1452,11539,1226,772,3054,7947,6394,12025,12856,3339,2420,5484,12605,810,7557,7228,11395,1583,3070,1879,5198,1289"
6369,"6219,5302,10325,8420,3044,3949,8234,2566,5998,2379,10834,4797,4276,12025,1597,9071,10915,784,975,9798,4697,4412,3765,2342,10607,4116,2420,5917,9732,2336,2788,13295,330,543,11750,7722,7137,3339,11383,5501,6325,4052,1226,1583,2570,6981,810,8204,12856,4148"
6375,"2379,6219,10325,7722,1452,8234,2566,9798,2217,13295,3044,9941,10834,2904,1879,8160,4321,2342,12605,10915,4148,4412,2420,5544,1226,330,8021,2536,10137,4797,7228,12025,9448,11750,809,2336,9340,975,11910,9937,8561,761,4276,6981,2788,7557,10178,8412,6325,2865"
6377,"2139,5302,2217,7438,7062,4412,13295,2379,10834,9579,9798,9667,8921,8451,5544,564,4697,4276,3087,6165,8412,4797,7722,9305,4826,2989,12025,2148,3839,10915,5484,9770,2647,4876,5494,10081,10962,10461,164,8021,9936,11383,9937,1855,4936,2381,10146,3991,1452,7855"
6378,"1289,9961,6970,7119,5134,4928,788,13308,2915,10606,1557,10662,4575,9404,3426,10962,7816,10146,295,3538,342,4663,2956,11917,9670,12496,4035,5671,10388,2637,3237,7855,4162,11023,2342,10335,4386,3696,9294,4082,9228,2186,8634,11774,125,4612,3261,3179,2568,2139"
6397,"2139,8420,2566,5302,3339,10325,2217,330,8160,4797,7137,3054,4276,9798,3769,9071,2168,975,1911,2198,13295,4946,2788,9941,12025,5917,4412,784,11539,5198,11395,10137,2336,3765,5544,1571,3044,1452,543,6325,1209,12155,761,7270,7722,9732,7228,4314,2420,12373"
6421,"6970,2139,8420,10325,7137,9798,4797,8234,3769,4412,13295,330,2788,12679,4276,2566,9941,2989,4100,219,10607,1911,5917,10137,5544,12025,3054,9071,2336,5609,11383,11395,10178,2198,6898,9879,2807,10915,543,10433,10081,2797,810,3044,6325,4314,7722,4946,12856,9967"
6423,"6970,2139,8420,7137,9798,2566,2788,4412,13295,3769,10325,12679,4797,330,11842,4100,3339,3054,975,5544,850,8234,2168,274,1911,4276,2989,2336,9071,5917,10178,12025,10607,11383,9732,810,543,8160,12155,4314,10081,7947,7722,1209,12989,564,1571,7228,6981,930"
6435,"10150,3835,9374,9825,448,3583,91,9567,8910,46,5250,891,7477,700,2633,12538,10440,4934,6710,12948,9208,9334,12315,586,8271,8722,12338,12046,1598,542,10890,10684,7331,8226,584,5739,12028,4099,389,3341,2470,1056,892,8053,9481,1624,8123,9993,5135,1289"
6453,"10325,5998,5531,2217,8420,8234,784,10834,2342,4697,1911,1452,7722,2566,12679,2788,9941,9798,975,3044,9071,13295,2198,2336,12756,11539,6432,810,6394,11395,9967,2570,4797,6417,4148,772,3339,3908,7228,9448,3054,6325,5198,8160,2536,4412,7557,11356,4276,1289"
6463,"2139,10325,630,2217,8420,5998,2788,2336,9941,1452,1911,9071,975,2566,9798,7722,2989,6394,274,2198,13295,11395,9448,810,8160,3054,10607,12679,3044,5818,4946,2148,4412,8412,4797,330,9340,7557,3769,4276,6325,772,9732,10461,1420,9967,2205,510,2420,1226"
6478,"2139,10325,2217,7722,2198,8234,10834,9798,4412,13295,6165,5998,2336,2566,2788,4276,12679,1911,975,6394,8160,5484,1226,4797,2342,1452,11783,2989,6432,810,5544,11539,3339,630,3044,330,772,2479,9967,5198,3054,4148,2420,10081,11395,1879,7557,5865,12025,7947"
6484,"3087,4928,5302,4697,7722,2725,2372,8301,9670,10331,1733,13295,9798,2846,4249,1855,9458,8702,6891,5761,1226,2342,588,5544,9082,4318,4145,10138,7947,9955,9688,2663,2019,11102,6515,13141,2396,778,4046,4412,7373,13109,8589,4100,8980,1548,8921,10843,524,1289"
6487,"5302,2139,2217,2788,4797,7062,2566,10834,6514,7137,4276,8160,3339,2198,9798,11395,1911,3054,9667,8412,274,330,13295,219,9339,6165,4412,12025,5609,11383,10607,5198,4946,4321,10178,2342,9071,5544,2336,8451,564,9448,12155,6528,6394,1571,6981,930,1452,11288"
6489,"5302,4697,10834,8234,2379,4412,2342,3769,6165,2904,9798,9941,4276,13295,12025,4797,5531,10915,9936,4864,975,6833,12610,7722,2566,2788,2372,12605,10607,8561,5484,2909,2336,1219,11750,5544,7228,7137,5865,10081,3339,7947,3054,9692,11383,2536,3839,6981,543,6325"
6497,"2139,10325,4276,10834,8234,9071,2904,4864,4797,4412,2788,3769,2198,10915,7137,10607,12025,9879,9798,543,784,10137,5484,2566,3054,13295,2336,4116,8160,7722,1209,7911,12856,330,810,11383,9967,9448,5609,8561,11395,686,3044,12989,6394,10081,2420,7228,836,1289"
6532,"8420,4276,10325,2788,4797,2198,2566,3769,1911,10137,13295,8234,11395,850,9798,10915,11842,9448,9667,4412,6394,6325,10607,3339,4946,12155,12856,5544,12025,7137,330,11383,8160,9967,5198,4148,3070,5023,1583,686,7722,3514,930,7228,10461,10178,2797,1209,2336,1289"
6576,"5998,5302,2566,8234,2788,2217,3949,4412,9339,13295,9798,10834,3769,3054,9448,4276,8160,10137,11783,453,4601,2342,5544,8412,4797,4100,10607,12155,4678,6514,3339,12025,2336,6981,3991,7722,11750,7137,10339,10081,330,6325,9967,1226,1452,761,9177,4148,3839,5494"
6578,"10325,2139,8234,274,4484,2566,448,12664,2420,4946,8420,9825,9071,3070,2238,10834,10178,12442,542,12679,11395,510,6394,892,630,10915,2633,5123,2342,12046,4276,11383,9334,1733,1439,2263,12025,1119,1583,2082,1571,8881,10085,761,2205,4401,5063,499,794,4148"
6582,"5302,10325,6219,8234,2788,8420,850,1718,5998,4412,4797,2566,11842,2198,4276,12610,10915,9798,12025,12155,11383,3054,11750,2909,13295,9879,930,10137,6325,3769,10607,3339,9071,3044,6981,2342,7722,6394,12330,7137,4946,330,5544,5501,8561,7228,9448,10081,686,1226"
6596,"2217,5998,8234,2342,10834,1911,2379,13295,2904,4276,4412,9798,9692,7137,219,9941,11539,2566,2536,975,6432,2336,9967,7722,543,9071,2788,2148,2442,5544,10607,3054,6833,3339,1452,6981,11383,5484,4148,11750,810,3765,6794,5494,10178,12874,6898,930,7228,1289"
6598,"6970,5302,9798,13295,4412,12679,4276,11539,12756,4100,4797,4082,9941,1243,4386,7137,5917,5544,10606,2342,295,4697,12025,10607,3054,2989,4575,330,543,5572,5609,9936,4005,9670,10339,6528,6898,11023,7722,11402,8702,10962,10081,3044,7947,10146,1131,2637,9767,4148"
6606,"2217,2566,5998,2379,7062,2336,11750,2342,9798,9579,1452,13295,2198,2904,5531,4797,7228,810,6165,543,6394,6325,12856,10915,6981,2788,11395,4412,4321,8412,4276,10607,4148,12605,1226,12025,5198,11383,6637,2909,12610,7722,5484,8561,7137,3044,8160,7947,1583,3339"
6612,"10325,7722,1733,88,274,2342,4318,8589,5302,2139,1219,3070,403,4946,2198,2148,1226,9798,4145,11636,5531,9692,13295,6394,8921,5544,7196,6432,686,4412,12025,4148,2420,7947,3044,13345,5865,10915,630,2238,6833,2205,4276,11448,10545,13109,7228,4499,6325,10607"
6621,"1289,4928,9961,6970,5134,788,8301,7119,6242,8589,9294,4082,10662,2968,13308,11116,10606,4386,9670,10580,12868,10335,8566,8553,2342,9228,9404,13100,3426,4318,7816,295,3602,11242,2186,12029,10962,3696,11650,6624,2884,10388,3179,3261,10146,7855,342,11774,9836,6810"
6636,"2139,7722,10325,1226,8234,2217,9941,13295,4697,9798,8921,2198,10834,12679,13345,5544,6432,274,12792,6165,2989,11539,11383,630,11636,4145,12856,5484,2479,3087,7557,9667,2336,4797,543,10915,810,4276,3839,7228,1285,10240,7947,4148,9967,12025,10081,3044,6394,1289"
6643,"2139,10325,2566,6219,8234,7722,7706,2788,4484,510,274,2420,2342,4276,3070,5123,13295,1597,2238,9448,12679,761,5917,1571,1452,6394,630,9825,448,7216,11383,2217,4946,8881,5063,892,11592,3339,11395,6833,10178,9454,11560,7270,10915,542,1995,12373,1289,6970"
6650,"2637,3426,4035,1289,11917,777,10662,1778,9347,2915,342,3069,5978,10606,5134,5660,788,11023,3237,295,1638,13369,13308,11063,9961,11297,1557,8634,9184,9767,9745,11417,245,7147,9970,1749,10647,712,53,3322,2182,7325,5572,318,10388,9359,4663,1120,4110,2339"
6673,"12155,3529,2394,3710,6891,12856,11383,6313,9862,7722,1639,10261,8451,11006,4945,1439,7298,2345,3111,1583,6165,7186,1570,10178,10672,8898,12330,620,12001,12566,5023,7052,11179,11837,4412,5470,4347,11281,1739,465,9088,2204,12746,12025,11704,12933,686,1024,1226,10081"
6682,"8420,6219,10325,4276,1911,11539,8234,7137,2788,2566,11842,1995,2168,9071,850,4116,4797,13295,1787,2342,9798,784,543,1597,10137,11356,3054,10607,9448,4412,2797,9967,2570,2336,5609,12025,5544,11725,930,3339,4321,5198,330,11571,12874,6325,10433,12155,10565,2536"
6685,"6970,2139,5302,9798,13295,2217,5544,7137,4100,4412,12679,8921,4797,9941,2788,274,9667,975,5024,8471,3054,2168,2566,4276,8702,8412,11539,3339,12025,2989,3105,7947,8519,10146,2336,543,4321,8160,10081,9936,564,7722,10962,6961,4697,11402,9305,7855,810,10339"
6706,"5302,2139,2342,8234,2217,4797,4697,2379,10834,5531,10915,6833,4412,4276,6165,1219,12025,2788,2989,784,975,3769,9879,9692,12610,9798,88,2570,12756,543,10607,4321,2566,4116,13295,11383,11356,7722,12856,11968,2536,4387,5609,7963,9732,9936,12857,8561,5865,10081"
6723,"1289,10662,4082,4928,7119,6242,4575,788,5134,4386,2915,5572,10606,9670,295,1243,12868,12496,7816,3479,8566,1474,3426,3538,3261,3087,10580,11023,9294,12029,8702,9645,2342,1131,2968,12473,9767,2568,9184,3602,10962,342,3696,2186,245,4697,6810,4612,926,5674"
6728,"6970,5302,2139,10325,2336,3054,10834,8234,13295,2566,850,10915,1911,4276,2342,3949,4412,9798,10137,1787,11539,4797,1995,543,10607,2788,930,5544,6325,330,8160,5198,810,3339,10178,9448,12874,2536,11383,9442,6528,7722,1583,11725,12856,4148,12989,8204,1758,1289"
6738,"2139,2217,5302,2379,4797,9798,6165,10834,2788,4412,13295,7137,8234,1452,2198,975,11395,4100,5544,12610,2566,12025,3769,8412,564,2989,10607,2342,3339,543,8702,9936,2909,4321,6981,4697,4946,8160,7228,10339,2336,9305,10081,11750,4148,3044,5917,9732,9448,7947"
6755,"10325,2139,10834,2336,8234,3949,2217,12679,2566,9941,1787,4864,2198,5998,13295,9798,630,6432,975,810,2788,3054,2989,5484,8160,11783,4148,12610,7557,1452,330,3044,6325,1995,2168,9667,11750,12856,454,10178,3339,1226,11383,2420,4797,1420,4276,1583,9732,9448"
6763,"8420,5302,2379,10325,4797,4276,1911,10915,850,2904,8160,2336,11842,10834,2566,10137,13295,4412,9071,8412,9798,3054,6325,12025,4678,2788,7137,5544,330,11383,10178,6981,9967,7722,11750,12856,5198,1583,12989,1209,5501,9448,1226,4148,836,5494,10081,7228,10461,8561"
6767,"10325,8234,448,11592,891,892,274,2633,2139,2566,542,9825,2715,1119,5123,12442,2342,246,12664,10834,2470,4484,3070,9334,2238,584,1733,1947,794,13295,3463,8881,2731,3583,2217,97,293,5063,1452,8955,32,5494,6219,8420,2082,12679,6858,7781,2366,1289"
6786,"8420,5302,6970,850,10325,4412,4276,9071,3054,13295,8234,4797,11842,3769,9941,9798,10137,1911,2807,11539,10607,10915,5544,12025,6325,330,7137,9879,12155,8160,5198,5501,7722,4148,6981,1226,836,12989,3839,11750,13380,7228,1209,8561,10081,7216,7947,3044,12943,10382"
6807,"1289,4928,342,10606,777,10662,10673,3538,9670,788,13308,5134,4575,9404,10388,9767,1474,10529,3322,1399,1771,12868,5572,926,7119,9184,11116,1749,10580,2683,419,4776,8301,2637,2578,11023,2713,1557,9100,3237,2568,1968,13100,10335,8518,6624,8553,1638,7816,2968"
6810,"6970,2139,5302,9667,4412,2198,11395,4797,4276,7137,5531,8234,12679,274,2342,330,12756,11539,4946,5865,975,3769,2566,2788,1911,6165,3105,2989,3908,12025,7228,7722,10081,8412,2807,9879,2205,9692,9131,8561,1956,7963,892,7270,3339,6394,4387,6833,2536,448"
6811,"12155,6891,10355,12856,7722,5544,7486,2394,1639,4945,11006,6313,9798,11383,10261,8451,7186,5484,9862,2345,10990,1583,6165,4781,7947,620,7298,2335,4412,13295,11910,8182,12001,1439,11256,10178,10190,4923,11179,571,5470,465,9491,10081,8898,9458,12555,9088,3839,1226"
6830,"8234,2139,891,6219,274,12664,389,13295,12679,448,9825,3426,4318,2633,2342,892,5978,2637,1452,9374,10178,1733,12496,5544,794,788,9334,630,5134,3583,295,1947,1778,10843,542,246,11592,9184,524,5660,10335,32,8589,9692,6833,1119,2470,4035,2936,7720"
6832,"8420,2217,5998,4276,9071,1911,9579,10325,2566,2379,8234,4797,2788,2342,2168,9667,10915,10137,13295,13345,543,9967,9798,12025,9448,7137,1219,10607,3765,2157,330,1452,5544,12792,3339,2336,11750,2536,8160,6961,6981,6325,12155,9692,930,6528,8204,6833,12989,1209"
6839,"12155,10261,6891,5484,5544,2394,10355,2379,12856,1639,6313,9862,1439,13295,1285,11006,1570,11383,7186,4412,9937,3765,6961,11910,8898,7298,11256,10672,7052,9491,10190,7722,4347,4740,2120,6165,12933,1583,1024,5470,4923,3111,3768,11704,3788,10178,952,12453,12555,1289"
6841,"1289,10606,11023,342,4928,2915,10673,11063,10662,4575,7119,12868,788,5671,5134,3426,10580,1557,11917,13308,4035,125,9184,10388,2637,4162,1638,9670,9729,11297,8474,8634,9169,7944,295,161,1120,1771,5968,2578,9767,3069,9294,419,5978,13141,4110,4663,712,6810"
6854,"1289,3426,2637,10606,1557,11917,4663,777,4035,9169,11023,11297,9347,5671,4162,7944,4575,7119,295,8634,10136,2956,1778,1638,1850,10388,53,8474,8649,11774,10146,1120,342,3569,5968,12902,10647,11063,3069,8713,12765,13369,9745,4215,9959,1198,10962,2484,11718,6970"
6868,"10325,2217,2198,9798,13295,3949,8234,4412,4797,2788,2989,2336,9941,3044,8412,3054,7722,12679,5544,2566,3339,6325,4276,975,810,1452,772,10607,6165,1879,330,10915,6394,11750,6432,5484,9448,2205,3070,12856,11395,11383,9967,5198,10178,1226,7947,10339,12025,1289"
6873,"5544,10355,12856,11383,7486,9862,9798,5186,7502,2379,7947,6165,6447,8451,1639,564,10261,1439,1583,6313,620,8921,2381,228,12330,12001,12933,11910,9491,9734,3121,11179,11006,10843,10178,4412,13295,9458,3293,10672,4740,5470,12555,3607,4923,7636,8898,101,11256,1289"
6878,"2139,5302,10325,2342,1787,2566,8234,5531,5998,11842,9798,2336,9941,543,2788,1995,11750,13295,12856,3054,10607,2989,3339,5198,5609,850,3765,10915,5544,4276,1226,7722,810,2536,4412,12989,7947,6981,8160,12605,7557,930,1733,7963,11383,9967,6794,7228,5304,454"
6884,"2566,8420,10325,2788,2420,1179,1787,11842,850,8234,2904,5917,9798,3044,5024,930,4864,3339,1775,13295,2336,11539,2989,1597,3054,9071,9879,686,10915,10178,9448,10607,836,1571,3769,810,761,543,5544,3765,1209,7947,330,1995,6981,4148,9442,11750,11560,4276"
6885,"2139,2217,2566,1226,4276,6514,13295,9798,10834,2788,3769,2336,2904,8412,9339,8160,7722,2168,8921,7062,850,11395,4100,2198,4412,2479,5544,3054,646,1452,2989,810,8451,930,4797,4321,4148,6394,3765,6961,4946,330,2442,5198,3339,9448,5484,349,4601,12874"
6901,"12856,11383,12155,10439,2394,5023,9862,3529,10355,10261,3710,5544,6313,1583,12384,4452,8451,11281,11006,5484,7186,1439,1285,1639,10178,12453,8898,13295,11910,620,11837,12566,10190,12001,6165,6106,4347,11256,2120,11704,6787,12025,9937,11179,686,4412,12933,465,5470,1289"
6907,"1289,1557,9961,10606,7119,2956,5134,4928,2915,10662,788,4663,4162,10673,3426,12496,777,6242,4082,13308,4035,2637,11917,4386,3538,4687,4575,13100,4215,5671,7816,9169,342,8634,11023,7944,11774,10388,3696,3261,9767,9729,3721,9294,12765,11063,10335,11297,13320,2568"
6910,"2788,2566,3339,930,4276,8420,2139,4412,1571,11560,1787,4797,1699,10325,761,11842,7722,12330,5024,11571,5531,5998,2342,9798,13295,9442,7279,1995,10834,1718,850,10081,1977,7137,4116,12373,4100,5063,3105,1758,11725,784,6833,13133,8458,3839,3769,5544,836,1289"
6911,"11560,10325,6219,3339,761,2342,5063,1758,12679,9442,1571,930,12373,3070,2139,13295,7722,7279,11395,13133,453,1956,8458,6981,11083,8420,6325,713,1597,1733,1699,5539,551,9454,2198,4484,10834,7947,4100,9798,4468,7779,10158,2536,9743,510,4946,1289,6970,7119"
6918,"8634,4035,688,712,1749,11023,13184,11063,9670,11774,8089,1289,10673,5569,2339,10384,12902,3915,307,9184,5434,3322,788,6721,1638,9654,2590,7816,10996,8166,12251,7493,5640,9294,1198,8341,3426,9566,9586,1350,11742,2578,12773,1968,7072,10110,10335,1778,10465,6970"
6925,"2139,6970,2904,8234,2788,2989,4797,2198,9798,7062,2342,4276,4412,13295,3949,2566,7438,10607,975,219,4864,1597,3769,2336,4100,1219,6165,5544,7722,453,930,1956,6394,5484,7947,6833,11395,9448,11750,9732,12989,810,5609,8561,3339,9967,3044,4697,330,7228"
6933,"5544,12856,8451,2394,9862,10355,11992,10261,1583,6891,7947,9798,7722,11383,6961,6313,1639,2345,9458,4945,11006,1439,13295,6165,10672,10178,11910,3293,7186,4412,11256,3121,8898,4923,12330,9491,7298,5486,12933,11837,13223,1739,12555,11179,12025,265,11448,1226,3949,1289"
6934,"8420,8234,10325,2379,5302,13345,9941,7722,2904,4276,9798,9071,2336,5531,13295,12605,8160,10791,7216,2788,4797,10137,11383,12856,7228,10915,7557,6898,2566,3044,2420,10607,11636,11560,6528,10178,7137,809,9448,30,4321,7196,1583,8561,4148,5023,2410,6325,8510,330"
6938,"8234,6219,9798,2379,4412,10325,4697,13295,5544,4100,12664,9936,10834,9941,6165,7705,1855,6394,12605,10081,8921,3044,4145,7947,3105,12025,7228,11910,1746,2646,2019,1226,7636,4797,4148,12330,2479,10331,3991,3087,4946,3557,4673,8561,9997,2198,7023,11395,8176,1289"
6999,"5302,2139,8420,10325,2217,4412,975,5998,1911,850,2168,2788,9071,5198,12679,4797,11842,8234,4276,3339,3054,9798,4116,330,274,2566,11395,1995,13295,2342,784,2198,1787,2989,10607,4052,9732,8160,2570,11383,10081,10178,3765,12025,7722,12155,1452,7228,6325,4946"
7002,"6970,2139,5302,2217,2379,4797,4412,9798,2198,12025,11395,12679,9667,13295,4946,5917,8921,7137,330,975,3044,2566,6165,1452,5544,9071,2788,10178,4276,7438,2205,4697,3339,7228,2336,10081,6325,8561,5746,11383,4145,1583,7722,4876,564,810,952,3070,2264,2148"
7004,"4276,8420,5302,10325,2566,2788,4797,1775,8234,11842,1179,2904,9071,7137,4412,850,11383,10915,10607,543,9879,3769,2198,1977,4321,9798,7722,12025,3339,5023,3054,2336,5484,6394,330,930,686,5609,1226,6106,810,8160,2420,12989,12874,9448,7963,1571,3044,11395"
7041,"6219,2217,2139,9798,10834,1452,274,2566,9071,2336,13295,7062,975,8921,11783,6165,1911,4412,543,1226,5544,8412,4321,5531,11539,330,7947,810,7722,5198,4145,11750,8160,4276,8519,6394,5484,2198,12025,7228,2420,2788,6981,5917,7137,11395,4148,564,12605,7963"
7044,"10325,9071,1911,2205,8420,6219,5998,4946,9798,5544,3044,784,3765,686,2936,9732,7722,11842,1226,13295,10178,1016,1879,2336,11395,975,2420,7270,1583,4412,12605,510,2198,3054,1219,1420,6325,6165,4148,2410,5484,2342,9340,2238,9937,3070,836,1733,5501,7196"
7046,"6970,2139,8420,5302,2217,4412,13295,9798,10137,10834,1911,850,2566,2788,2168,4797,4276,975,3949,11842,11783,10607,5544,3054,330,2198,9448,7722,1226,4678,2336,3765,12025,6394,7137,9879,5562,9967,3339,8160,11395,10081,2797,5609,12155,930,10461,12874,10433,10565"
7052,"6219,2217,5544,8234,9798,4697,542,3087,3765,6165,2205,9453,13295,1452,10321,11395,4285,9732,9458,3070,7722,2238,12605,7705,6394,10335,448,8921,4946,10331,9670,2198,4145,4412,10240,4484,1226,2936,9404,1855,6624,9825,7228,4612,11910,4046,2663,11179,7023,2865"
7062,"12856,12155,3529,9862,11383,8451,3710,11992,1285,2379,1583,6891,6313,1639,7722,2394,6165,10261,4945,4412,7186,11006,1439,6095,10672,7298,13400,10178,11179,12933,4923,8921,5023,11837,2335,11281,9734,5470,12025,6145,1226,9263,8898,465,571,11556,9088,10081,11448,1289"
7066,"8420,8234,2379,10325,3949,850,3054,10834,2336,2904,4276,2566,1787,13295,2168,9798,11842,1995,4100,2198,3765,4412,10607,543,11395,2788,5198,4797,2442,5544,8160,12320,810,6981,9967,5609,4946,12025,11571,12155,11725,6325,330,6528,1209,11750,836,6394,9448,7216"
7070,"2139,5302,2217,10325,2198,5998,1452,784,3044,11356,13295,4797,5531,9798,9579,4148,10915,4697,2821,3070,6432,7722,2566,2788,6325,3339,5484,9448,6833,686,6794,4412,2205,630,11750,2865,10178,1583,9692,2342,12856,6417,1285,11395,5865,2570,12610,3769,4116,7270"
7077,"2139,10325,2217,5302,7722,10834,13295,9798,4412,1911,1452,9941,2198,274,11383,1226,5484,12856,2788,2336,5544,2342,810,9667,6394,4276,12679,630,2420,10915,8412,3054,3044,4148,10178,12025,2566,11395,6432,1583,3339,9579,8160,4797,772,11288,9967,2479,6325,1879"
